_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
292383,4154277,2017,2017,1965,PRIVATE,07,Humber River-Black Creek,50 PEARLDALE AVE,7,96,2017-11-06,57,Evaluation needs to be conducted in 1 year,18,3,3,3,2,2,3,2,2,3,N/A,2,3,5,3,2,3,4,4,2,N/A,W0722,43.74918598,-79.563851453,299642.013,4845249.898
292384,4153521,2017,2017,1960,PRIVATE,13,Toronto Centre,135 ISABELLA ST,9,79,2017-11-06,72,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,N/A,3,3,3,4,4,5,3,4,4,3,3,3,N/A,S1322,43.6690495809,-79.3773006128,314679.289,4836351.378
292385,4154790,2017,2017,1950,PRIVATE,16,Don Valley East,2 THE DONWAY E,4,40,2017-11-06,60,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,2,3,3,3,N/A,3,2,3,2,4,3,4,3,3,N/A,N1627,43.7328694869,-79.3418228518,317526.801,4843446.279
292386,4154789,2017,2017,1950,PRIVATE,16,Don Valley East,4 THE DONWAY E,4,40,2017-11-06,60,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,2,3,3,3,N/A,3,2,3,2,3,4,4,3,3,N/A,N1627,43.7330607404,-79.340845323,317590.117,4843465.219
292387,4154787,2017,2017,1960,PRIVATE,16,Don Valley East,12 THE DONWAY E,4,40,2017-11-06,62,Evaluation needs to be conducted in 1 year,18,4,3,4,3,3,3,N/A,4,3,3,3,2,3,3,3,3,3,3,3,N/A,N1627,43.7353799948,-79.3409353127,317597.772,4843725.34
292388,4155124,2017,2017,1995,SOCIAL HOUSING,05,York South-Weston,1296 WESTON RD,5,24,2017-11-06,74,Evaluation needs to be conducted in 2 years,19,3,4,4,3,3,3,4,4,4,N/A,4,3,5,4,4,4,3,4,3,4,W0531,43.6890657377,-79.4960622799,305092.365,4838574.571
292389,4153529,2017,2017,1960,PRIVATE,13,Toronto Centre,105 ISABELLA ST,11,221,2017-11-06,61,Evaluation needs to be conducted in 1 year,17,4,3,3,3,4,3,N/A,3,3,N/A,3,2,3,3,3,4,3,3,2,N/A,S1322,43.6684688832,-79.3799631196,314464.668,4836286.561
292390,4155220,2017,2017,1967,PRIVATE,03,Etobicoke-Lakeshore,618 EVANS AVE,3,25,2017-11-06,66,Evaluation needs to be conducted in 2 years,17,4,4,3,4,3,2,N/A,3,N/A,3,4,3,5,3,3,3,3,3,3,N/A,W0330,43.610859495,-79.550105854,300739.526,4829881.718
292391,4155221,2017,2017,1970,PRIVATE,03,Etobicoke-Lakeshore,620 EVANS AVE,3,25,2017-11-06,61,Evaluation needs to be conducted in 1 year,17,3,3,3,3,2,4,N/A,3,N/A,3,3,3,5,3,3,3,2,3,3,N/A,W0330,43.610802275,-79.550398922,300715.866,4829875.377
292392,4264913,2017,2017,1971,PRIVATE,03,Etobicoke-Lakeshore,1286 ISLINGTON AVE,8,77,2017-11-06,69,Evaluation needs to be conducted in 2 years,17,3,3,4,3,4,4,N/A,3,3,N/A,4,3,4,3,4,3,4,3,4,N/A,W0321,43.64846976,-79.525809494,302701.915,4834059.277
292393,4166992,2017,2017,1971,PRIVATE,03,Etobicoke-Lakeshore,1294 ISLINGTON AVE,8,77,2017-11-06,67,Evaluation needs to be conducted in 2 years,17,3,3,4,3,4,4,N/A,3,3,N/A,3,3,4,3,4,3,3,3,4,N/A,W0321,43.648974484,-79.526198661,302670.539,4834115.36
292394,4153547,2017,2017,1915,PRIVATE,13,Toronto Centre,44 HUNTLEY ST,3,26,2017-11-06,73,Evaluation needs to be conducted in 2 years,15,4,4,4,4,3,3,N/A,3,N/A,N/A,4,3,5,4,3,4,N/A,4,3,N/A,S1322,43.6700579538,-79.378947526,314546.31,4836463.217
292395,4153541,2017,2017,1960,PRIVATE,13,Toronto Centre,48 ISABELLA ST,10,84,2017-11-06,75,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,3,3,4,4,4,3,5,4,4,4,4,3,3,N/A,S1322,43.668324,-79.383444564,314183.666,4836271.025
292396,4153530,2017,2017,1960,PRIVATE,13,Toronto Centre,100 GLOUCESTER ST,11,212,2017-11-06,64,Evaluation needs to be conducted in 1 year,17,4,3,3,3,N/A,3,3,2,4,N/A,4,3,4,3,3,4,3,3,2,N/A,S1322,43.6680608437,-79.3797733761,314480.036,4836241.251
292397,4154250,2017,2017,1962,PRIVATE,07,Humber River-Black Creek,137 LINDYLOU RD,7,114,2017-11-06,68,Evaluation needs to be conducted in 2 years,16,3,4,4,3,3,4,N/A,3,4,N/A,3,3,5,3,3,3,N/A,4,2,N/A,W0727,43.7488905549,-79.5504144221,300694.746,4845165.695
292398,4155302,2017,2017,1974,PRIVATE,03,Etobicoke-Lakeshore,52 MABELLE AVE,22,310,2017-11-06,60,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,3,2,3,N/A,3,3,3,3,3,3,4,3,3,N/A,W0321,43.6464029439,-79.5294506955,302408.377,4833828.787
292399,4154764,2017,2017,1968,PRIVATE,16,Don Valley East,7 ST DENNIS DR,17,278,2017-11-06,75,Evaluation needs to be conducted in 2 years,20,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,N1630,43.7160160974,-79.3362293241,317981.095,4841574.866
292400,4154765,2017,2017,1967,PRIVATE,16,Don Valley East,25 ST DENNIS DR,17,297,2017-11-06,69,Evaluation needs to be conducted in 2 years,19,4,3,3,4,3,4,4,3,4,N/A,4,4,4,3,3,3,4,3,3,3,N1630,43.7171873043,-79.3330002777,318241.038,4841705.521
292401,4155472,2017,2017,1959,PRIVATE,03,Etobicoke-Lakeshore,66 STATION RD,3,16,2017-11-06,74,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,2,N/A,3,N/A,3,4,4,5,4,4,4,2,4,4,N/A,W0336,43.6157071247,-79.4949147117,305194.768,4830418.188
292402,4153058,2017,2017,1930,PRIVATE,04,Parkdale-High Park,1585 BLOOR ST W,3,48,2017-11-06,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,3,3,2,4,4,3,3,N/A,3,3,N/A,S0432,43.655531643,-79.454594071,308446.68,4834844.344
292403,4155485,2017,2017,1957,PRIVATE,03,Etobicoke-Lakeshore,12 ALBERT AVE,3,12,2017-11-03,64,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,N/A,3,N/A,3,3,3,5,3,4,3,N/A,3,4,N/A,W0336,43.6158886447,-79.4889237637,305678.326,4830438.387
292404,4155418,2017,2017,1965,PRIVATE,01,Etobicoke North,41 BLACKFRIAR AVE,6,32,2017-11-03,71,Evaluation needs to be conducted in 2 years,17,4,3,3,4,3,4,N/A,4,3,N/A,4,3,5,3,3,3,3,4,4,N/A,W0133,43.6947483145,-79.5594207061,299994.671,4839200.986
292405,4153362,2017,2017,1931,PRIVATE,12,Toronto-St. Paul's,394 AVENUE RD,6,41,2017-11-03,65,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,4,3,3,3,N/A,3,4,5,3,3,3,N/A,3,3,N/A,S1237,43.6819310031,-79.3998962312,312855.399,4837779.994
292406,4153361,2017,2017,1931,PRIVATE,12,Toronto-St. Paul's,396 AVENUE RD,6,51,2017-11-03,62,Evaluation needs to be conducted in 1 year,17,3,2,3,3,3,4,3,3,3,N/A,3,3,5,3,3,3,N/A,3,3,N/A,S1237,43.6821004911,-79.4000016066,312846.882,4837798.815
292407,4153360,2017,2017,1937,PRIVATE,12,Toronto-St. Paul's,398 AVENUE RD,6,39,2017-11-03,64,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,4,3,3,3,N/A,3,3,5,3,3,3,N/A,3,3,N/A,S1237,43.6822543813,-79.4000992181,312838.993,4837815.904
292408,4152673,2017,2017,1965,PRIVATE,20,Scarborough Southwest,720 KENNEDY RD,14,186,2017-11-03,48,Building Audit,20,2,2,3,2,2,3,2,2,3,1,1,2,3,3,3,2,3,3,3,3,E2023,43.7295838093,-79.2673564135,323526.601,4843095.346
292409,4154416,2017,2017,1955,PRIVATE,06,York Centre,2816 KEELE ST,3,12,2017-11-03,69,Evaluation needs to be conducted in 2 years,15,4,3,4,3,3,3,N/A,3,N/A,N/A,3,3,5,3,4,4,N/A,4,3,N/A,N0627,43.729460131,-79.483123472,306144.125,4843055.59
292410,4154415,2017,2017,1972,PRIVATE,06,York Centre,2818 KEELE ST,3,11,2017-11-03,71,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,3,N/A,4,N/A,N/A,3,3,5,3,4,4,N/A,4,4,N/A,N0627,43.7296930914,-79.4831794143,306139.614,4843081.47
292411,4155243,2017,2017,1954,PRIVATE,03,Etobicoke-Lakeshore,12 KINSDALE BLVD,4,16,2017-11-03,59,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,N/A,3,2,3,3,3,3,3,3,3,N/A,W0329,43.6356967623,-79.4921362887,305418.785,4832638.931
292412,4152980,2017,2017,1959,PRIVATE,04,Parkdale-High Park,87 JAMESON AVE,9,91,2017-11-03,66,Evaluation needs to be conducted in 2 years,18,3,3,3,4,3,2,3,4,3,N/A,3,3,5,3,3,3,4,3,4,N/A,S0437,43.6348167577,-79.4347671675,310047.976,4832543.088
292413,4152994,2017,2017,1959,PRIVATE,04,Parkdale-High Park,90 JAMESON AVE,7,61,2017-11-03,63,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,4,N/A,3,2,3,3,3,5,3,3,4,3,3,3,N/A,S0437,43.6343822215,-79.4353464505,310001.272,4832494.781
292414,4152981,2017,2017,1967,PRIVATE,04,Parkdale-High Park,91 JAMESON AVE,11,76,2017-11-03,71,Evaluation needs to be conducted in 2 years,17,4,3,4,3,3,2,N/A,4,5,N/A,3,3,5,3,4,3,4,3,4,N/A,S0437,43.6351237062,-79.434885342,310038.415,4832577.18
292415,4153007,2017,2017,1952,PRIVATE,04,Parkdale-High Park,1502 KING ST W,3,15,2017-11-03,56,Evaluation needs to be conducted in 1 year,14,3,2,2,3,N/A,2,N/A,3,N/A,N/A,3,2,5,3,3,3,N/A,2,3,N/A,S0436,43.6365878484,-79.4403366563,309598.452,4832739.518
292416,4155413,2017,2017,1965,PRIVATE,01,Etobicoke North,186 KINGSVIEW BLVD,11,81,2017-11-03,73,Evaluation needs to be conducted in 2 years,17,4,4,3,4,4,4,N/A,3,3,N/A,4,4,5,3,3,3,4,4,3,N/A,W0133,43.6932326583,-79.5665294242,299421.522,4839032.971
292417,4155766,2017,2017,2005,SOCIAL HOUSING,10,Spadina-Fort York,552 ADELAIDE ST W,5,84,2017-11-03,63,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,4,3,3,3,N/A,3,2,3,3,3,3,N/A,4,3,4,S1029,43.645573462,-79.402433707,312653.459,4833740.458
292418,4154699,2017,2017,1959,PRIVATE,06,York Centre,35 CANYON AVE,21,237,2017-11-03,67,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,3,4,3,4,N/A,3,3,5,3,3,3,5,3,3,N/A,N0624,43.7579977095,-79.4369177756,309864.198,4846227.739
292419,4152877,2017,2017,1970,PRIVATE,22,Scarborough-Agincourt,20 CARABOB CRT,15,195,2017-11-03,74,Evaluation needs to be conducted in 2 years,18,3,4,4,4,4,4,4,4,3,N/A,4,4,4,3,4,3,4,3,4,N/A,E2229,43.7822047386,-79.2977983352,321060.001,4848934.904
292420,4152622,2017,2017,1956,PRIVATE,21,Scarborough Centre,9 CRAIGTON DR,4,30,2017-11-03,67,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,N/A,3,N/A,3,3,4,5,4,3,3,3,3,4,N/A,E2131,43.726834232,-79.3021111159,320727.464,4842782.69
292421,4155843,2017,2017,1952,PRIVATE,20,Scarborough Southwest,3214 ST CLAIR AVE E,3,16,2017-11-03,60,Evaluation needs to be conducted in 1 year,15,3,3,4,2,2,2,N/A,4,N/A,N/A,3,3,5,2,3,3,N/A,3,3,N/A,E2021,43.7104704684,-79.2900582076,321703.085,4840967.096
292422,4255628,2017,2017,2007,PRIVATE,11,University-Rosedale,50 SPADINA RD,8,55,2017-11-03,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,N/A,4,3,3,4,N/A,4,3,5,4,4,4,N/A,2,3,5,S1126,43.669438916,-79.405207226,312424.263,4836380.481
292423,4155009,2017,2017,1950,PRIVATE,09,Davenport,22 ROBINA AVE,3,20,2017-11-03,59,Evaluation needs to be conducted in 1 year,15,3,3,3,2,3,3,N/A,3,N/A,N/A,3,3,5,3,3,2,N/A,2,3,N/A,S0925,43.6807571729,-79.4354334131,309990.194,4837646.768
292424,4153368,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,77 CLARENDON AVE,6,10,2017-11-03,58,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,2,N/A,3,3,N/A,3,3,5,2,3,3,3,2,2,N/A,S1237,43.682364474,-79.406036401,312360.039,4837828.542
292425,4152624,2017,2017,1956,PRIVATE,21,Scarborough Centre,19 CRAIGTON DR,4,38,2017-11-03,70,Evaluation needs to be conducted in 2 years,16,3,3,3,3,4,4,N/A,3,N/A,N/A,3,4,5,4,4,4,3,3,3,N/A,E2131,43.7274308243,-79.3009591644,320820.114,4842849.183
292426,4155226,2017,2017,1947,PRIVATE,03,Etobicoke-Lakeshore,285 PARK LAWN RD,4,29,2017-11-03,56,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,N/A,2,N/A,N/A,3,3,4,2,3,3,2,3,3,N/A,W0329,43.6345619465,-79.4922664925,305408.295,4832512.859
292427,4153367,2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,159 RUSSELL HILL RD,4,18,2017-11-03,60,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,2,3,3,2,N/A,3,4,5,3,3,3,2,3,3,N/A,S1237,43.681900098,-79.405861723,312374.181,4837776.963
292428,4153369,2017,2017,1959,PRIVATE,12,Toronto-St. Paul's,221 RUSSELL HILL RD,4,18,2017-11-03,57,Evaluation needs to be conducted in 1 year,18,3,2,4,3,3,2,3,3,2,N/A,3,3,5,2,3,3,2,2,3,N/A,S1237,43.682871103,-79.406514542,312321.425,4837884.787
292429,4155117,2017,2017,1970,PRIVATE,05,York South-Weston,5 GREENTREE CRT,3,17,2017-11-03,50,Building Audit,16,3,2,3,2,2,3,N/A,2,N/A,2,2,2,4,3,2,2,N/A,3,3,N/A,W0532,43.6922639472,-79.4789792359,306478.974,4838923.358
292430,4154295,2017,2017,1961,PRIVATE,05,York South-Weston,34 GULLIVER RD,6,47,2017-11-03,58,Evaluation needs to be conducted in 1 year,17,3,3,3,3,2,3,N/A,2,4,N/A,3,3,4,3,2,3,3,3,2,N/A,W0529,43.6991965655,-79.478055589,306553.253,4839693.559
292431,4154296,2017,2017,1960,PRIVATE,05,York South-Weston,42 GULLIVER RD,7,60,2017-11-03,69,Evaluation needs to be conducted in 2 years,18,4,3,3,3,3,3,N/A,4,3,4,3,4,5,3,3,4,4,3,3,N/A,W0529,43.6991175978,-79.4785706748,306511.736,4839684.778
292432,4156419,2017,2017,1974,PRIVATE,07,Humber River-Black Creek,215 GOSFORD BLVD,8,154,2017-11-03,62,Evaluation needs to be conducted in 1 year,18,3,2,4,2,4,2,3,3,4,N/A,3,3,5,2,3,3,2,5,3,N/A,W0724,43.769263441,-79.522810626,302932.277,4847469.866
292433,4156492,2017,2017,1974,PRIVATE,07,Humber River-Black Creek,235 GOSFORD BLVD,15,131,2017-11-03,62,Evaluation needs to be conducted in 1 year,19,3,3,4,3,4,3,5,2,3,3,3,3,5,3,3,4,2,1,2,N/A,W0724,43.770115213,-79.522300555,302992.5,4847674.032
292434,4152623,2017,2017,1958,PRIVATE,21,Scarborough Centre,15 CRAIGTON DR,4,27,2017-11-03,65,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,N/A,4,N/A,2,3,4,5,3,4,3,3,2,4,N/A,E2131,43.7270708607,-79.3014572881,320780.078,4842809.1
292435,4154129,2017,2017,1970,PRIVATE,14,Toronto-Danforth,80 COSBURN AVE,15,84,2017-11-03,74,Evaluation needs to be conducted in 2 years,19,4,3,2,4,4,5,4,2,4,4,3,3,5,4,4,4,4,3,4,N/A,S1421,43.689297082,-79.3509250845,316802.284,4838604.27
292436,4153876,2017,2017,1964,PRIVATE,12,Toronto-St. Paul's,70 DELISLE AVE,12,180,2017-11-03,73,Evaluation needs to be conducted in 2 years,19,4,3,4,3,4,3,3,4,4,4,3,4,5,3,4,4,4,3,3,N/A,S1232,43.688804973,-79.3977604061,313026.688,4838543.894
292437,4155063,2017,2017,1950,PRIVATE,09,Davenport,2036 DUFFERIN ST,3,12,2017-11-03,66,Evaluation needs to be conducted in 2 years,14,3,3,3,3,N/A,3,N/A,4,N/A,N/A,3,3,5,4,3,3,N/A,4,2,N/A,S0922,43.6863686196,-79.446744343,309077.853,4838269.541
292438,4155261,2017,2017,1954,PRIVATE,03,Etobicoke-Lakeshore,5 CROWN HILL PL,4,37,2017-11-03,53,Evaluation needs to be conducted in 1 year,15,3,3,3,3,N/A,2,N/A,3,N/A,N/A,3,2,3,2,3,3,2,2,3,N/A,W0327,43.6380418956,-79.4902414702,305571.7,4832899.478
292439,4155262,2017,2017,1954,PRIVATE,03,Etobicoke-Lakeshore,6 CROWN HILL PL,4,37,2017-11-03,53,Evaluation needs to be conducted in 1 year,15,3,3,3,3,N/A,2,N/A,3,N/A,N/A,3,2,3,2,3,3,2,2,3,N/A,W0327,43.6385102158,-79.4902204233,305573.399,4832951.506
292440,4155119,2017,2017,1960,PRIVATE,05,York South-Weston,40 TRETHEWEY DR,3,45,2017-11-03,59,Evaluation needs to be conducted in 1 year,15,3,2,3,3,2,3,N/A,3,N/A,N/A,3,2,5,3,3,3,N/A,3,3,N/A,W0532,43.6926109398,-79.4780640156,306552.743,4838961.923
292441,4154788,2017,2017,1950,PRIVATE,16,Don Valley East,6 THE DONWAY E,4,40,2017-11-03,58,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,3,3,2,N/A,3,2,3,2,3,3,4,3,2,N/A,N1627,43.7335956661,-79.3405231156,317631.353,4843527.159
292442,4154786,2017,2017,1960,PRIVATE,16,Don Valley East,14 THE DONWAY E,4,40,2017-11-03,62,Evaluation needs to be conducted in 1 year,18,4,2,4,3,3,4,N/A,3,4,3,3,2,3,3,3,3,3,3,3,N/A,N1627,43.7357778684,-79.3410317074,317589.923,4843769.528
292443,4154785,2017,2017,1959,PRIVATE,16,Don Valley East,16 THE DONWAY E,4,61,2017-11-03,60,Evaluation needs to be conducted in 1 year,19,3,2,4,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,2,N/A,N1627,43.7362179741,-79.3411712705,317578.588,4843818.401
292444,4154784,2017,2017,1963,PRIVATE,16,Don Valley East,18 THE DONWAY E,7,76,2017-11-03,67,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,N/A,3,4,N/A,3,2,5,4,3,4,4,3,3,N/A,N1627,43.7371481492,-79.3412586289,317571.354,4843921.73
292445,4154773,2017,2017,1961,PRIVATE,16,Don Valley East,32 THE HEIGHTS DR,4,55,2017-11-03,65,Evaluation needs to be conducted in 1 year,19,3,3,4,3,4,1,4,3,4,N/A,3,4,4,3,3,3,3,3,3,4,N1627,43.729295625,-79.340139051,317684.369,4842978.082
292446,4154273,2017,2017,1965,PRIVATE,07,Humber River-Black Creek,100 YORK GATE BLVD,11,133,2017-11-03,60,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,2,3,3,N/A,3,3,5,3,3,3,2,2,3,N/A,W0724,43.7621440095,-79.5199371956,303179.301,4846686.674
292447,4154742,2017,2017,1972,PRIVATE,15,Don Valley West,745 YORK MILLS RD,18,138,2017-11-03,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,N/A,3,4,5,4,4,4,4,4,3,4,N1524,43.752346265,-79.361904373,315905.269,4845608.147
292448,4154743,2017,2017,1970,PRIVATE,15,Don Valley West,755 YORK MILLS RD,18,138,2017-11-03,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,N/A,4,4,3,4,4,4,4,4,4,4,N1524,43.752378601,-79.360756664,315997.687,4845611.893
292449,4155270,2017,2017,1960,PRIVATE,03,Etobicoke-Lakeshore,4 HILL HEIGHTS RD,4,33,2017-11-03,58,Evaluation needs to be conducted in 1 year,16,3,3,2,3,3,3,N/A,3,N/A,N/A,3,2,3,3,3,3,3,3,3,N/A,W0327,43.6389180008,-79.4935703818,305303.092,4832996.786
292450,4152943,2017,2017,1940,PRIVATE,04,Parkdale-High Park,340 HIGH PARK AVE,3,10,2017-11-03,51,Evaluation needs to be conducted in 1 year,16,2,3,3,2,3,3,N/A,1,N/A,N/A,3,2,3,3,2,3,4,2,2,N/A,S0424,43.665283034,-79.4705575166,307158.849,4835926.123
292451,4152923,2017,2017,1965,PRIVATE,04,Parkdale-High Park,283 GILMOUR AVE,5,37,2017-11-03,69,Evaluation needs to be conducted in 2 years,17,4,3,3,3,4,3,N/A,4,4,N/A,3,4,5,3,3,3,N/A,3,3,4,S0423,43.6651850106,-79.4788057495,306493.641,4835915.054
292452,4155118,2017,2017,1960,PRIVATE,05,York South-Weston,3 GREENTREE CRT,3,45,2017-11-03,55,Evaluation needs to be conducted in 1 year,15,3,2,3,3,3,3,N/A,3,N/A,N/A,3,2,5,2,2,2,N/A,2,3,N/A,W0532,43.6924423305,-79.478539855,306514.389,4838943.183
292453,4155557,2017,2017,1960,PRIVATE,03,Etobicoke-Lakeshore,75 FORTY SECOND ST,4,28,2017-11-03,69,Evaluation needs to be conducted in 2 years,19,3,3,3,4,3,4,3,3,3,3,4,3,5,4,4,3,4,3,4,N/A,W0334,43.589021479,-79.544011345,301230.283,4827455.371
292454,4154551,2017,2017,1950,PRIVATE,08,Eglinton-Lawrence,21 NEPTUNE DR,3,10,2017-11-03,61,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,N/A,3,N/A,3,3,2,5,3,3,3,3,3,3,N/A,N0823,43.7310658741,-79.4337847571,310118.82,4843235.979
292455,4154550,2017,2017,1950,PRIVATE,08,Eglinton-Lawrence,23 NEPTUNE DR,3,10,2017-11-03,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,N/A,3,2,5,3,3,3,3,3,3,N/A,N0823,43.7309371038,-79.4339121991,310108.565,4843221.665
292456,4154514,2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,50 NEPTUNE DR,3,12,2017-11-03,61,Evaluation needs to be conducted in 1 year,15,3,3,3,2,N/A,3,N/A,3,N/A,N/A,3,2,5,3,4,3,3,3,3,N/A,N0823,43.731762015,-79.434811008,310035.821,4843314.199
292457,4154515,2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,52 NEPTUNE DR,3,12,2017-11-03,61,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,3,N/A,3,N/A,N/A,3,2,5,3,3,3,2,3,3,N/A,N0823,43.732014889,-79.434846428,310032.945,4843342.289
292458,4154548,2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,33 WASDALE CRES,3,11,2017-11-03,64,Evaluation needs to be conducted in 1 year,16,3,4,4,3,3,3,N/A,3,N/A,N/A,3,2,5,3,3,3,3,3,3,N/A,N0823,43.7308134722,-79.4346272545,310050.972,4843207.881
292459,4154546,2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,37 WASDALE CRES,3,11,2017-11-03,64,Evaluation needs to be conducted in 1 year,16,3,4,4,3,3,3,N/A,3,N/A,N/A,3,2,5,3,3,3,3,3,3,N/A,N0823,43.7306604453,-79.4351977557,310005.026,4843190.842
292460,4155461,2017,2017,1960,PRIVATE,01,Etobicoke North,1865 MARTIN GROVE RD,12,92,2017-11-03,63,Evaluation needs to be conducted in 1 year,18,3,3,3,4,3,3,3,3,2,N/A,3,3,5,3,3,3,4,3,3,N/A,W0123,43.7425445347,-79.5934989026,297253.737,4844513.426
292461,4155458,2017,2017,1970,PRIVATE,01,Etobicoke North,1901 MARTIN GROVE RD,7,136,2017-11-03,57,Evaluation needs to be conducted in 1 year,18,3,3,3,2,2,3,2,2,3,N/A,2,3,5,3,3,2,3,4,3,N/A,W0123,43.745074163,-79.5949238666,297139.297,4844794.585
292462,4255529,2017,2017,1910,PRIVATE,09,Davenport,97 NORTHCLIFFE BLVD,3,10,2017-11-03,63,Evaluation needs to be conducted in 1 year,15,3,3,3,2,N/A,3,N/A,4,N/A,N/A,3,3,5,3,3,3,3,3,3,N/A,S0928,43.6782401171,-79.4406119217,309572.876,4837366.827
292463,4156711,2017,2017,2013,PRIVATE,10,Spadina-Fort York,100 LOWER OSSINGTON AVE,8,179,2017-11-03,74,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,4,3,4,N/A,4,4,5,4,3,3,3,3,3,4,S1027,NA,NA,311312.897,4833534.316
292464,4155482,2017,2017,1951,PRIVATE,03,Etobicoke-Lakeshore,51 STANLEY AVE,3,12,2017-11-03,64,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,3,3,3,4,3,4,2,N/A,4,4,N/A,W0336,43.6160393846,-79.4896739143,305617.776,4830455.127
292465,4154263,2017,2017,1967,PRIVATE,07,Humber River-Black Creek,25 STONG CRT,14,151,2017-11-03,58,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,2,2,3,N/A,2,3,3,3,3,3,4,2,3,N/A,W0725,43.7615247984,-79.5177662952,303354.08,4846617.84
292466,4156305,2017,2017,1952,PRIVATE,20,Scarborough Southwest,3218 ST CLAIR AVE E,3,16,2017-11-03,63,Evaluation needs to be conducted in 1 year,15,3,3,4,2,2,2,N/A,4,N/A,N/A,3,3,5,3,3,3,N/A,4,3,N/A,E2021,43.7103165144,-79.2898372595,321720.933,4840950.037
292467,4156306,2017,2017,1952,PRIVATE,20,Scarborough Southwest,3222 ST CLAIR AVE E,3,16,2017-11-03,64,Evaluation needs to be conducted in 1 year,15,3,3,4,3,2,2,N/A,4,N/A,N/A,3,3,5,2,4,3,N/A,3,4,N/A,E2021,43.7103391108,-79.2897341837,321729.233,4840952.568
292468,4154570,2017,2017,1958,PRIVATE,06,York Centre,411 WILSON AVE,3,10,2017-11-03,60,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,N/A,3,4,5,3,2,3,3,2,2,N/A,N0633,43.7360797537,-79.4390470159,309694.484,4843792.649
292469,4154992,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,1596-1598 BATHURST ST,5,62,2017-11-02,69,Evaluation needs to be conducted in 2 years,17,3,3,3,4,3,4,N/A,3,4,3,4,3,5,4,4,3,N/A,3,3,N/A,S1229,43.688002772,-79.420528429,311180.353,4838471.794
